article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_edition,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"an  Immigrant.   CHRISTMAS  DAY,  '84,  saw  me  a  passen  ger  to  Sydney  on  a  tramp  steamer  then  lying  at  Melbourne,  where  we  had  arrived  the  day  before  from  London,  via  Hobart.  Having  'done  in'  —  on  ha'penny  nap  and  'medical  comforts'  —  not  only  the  few  pounds  given  me  by  sorrowing  relatives  i-iii  ir»TT  donnvfnrfl  'l-mf.  nlcr*  tfliA  greater  nart   of  a  somewhat  elaborate  outfit,  I  eagerly  jumped  at  the  opportunity  of  earning  a  few  shillings  which  the  desertion  of  some  of  the  ship's  firemen  presented.  Volunteers  for  the  stokehole  were  called  for,  with  tho  alluring  promise  of  10s.  for  a  four  hours'  shift.  Having  come  direct  from  a  London  office  —  and  an  easy  one  at  .  that—  -L  was,  perhaps,  not  a  brilliant  success  as  a  stoker,  but,  thanks  to  a  handy  bucket  of  oatmeal  and  water,  I  stayed  out  the  four  hours,  and  so  managed  to  land  in  Sydney  not  quite  'penniless,  though  uncomfortably  near  it.  I  A  stranger  in  a  strange  land,  with  no'  money  (the  day  after  my  arrival),  no  trade,  no  profession—  and  one  of  the  hottest  sum  mers  ever  known  in  N.S.W.  !  The  situation  was  not  improved  by  the  mosquitoes  taking  such  a  violent  fancy  to  my  face  that  people  'looked  askance  at  me  wherever  I  went,  for,  at  that  time,  the  smallpox  jwas  prevalent  in  Sydney,  and  my  appearance  in  the  streets  was-  evidently  ^regarded  as  a.  serious,  reflec  tion  on  the  vigilance  of  the  Health  authori  ties.  I  had  a  rough  time,  but  pulled  through  somehow—  there  was  water  in  the  fountains  and  the  'nights  were  warm.  An  advt.  in  the  'Herald'  caught  my  eye  one  ]  morning  very  early  —  I  used  to  read  them  by  matchlight  —  and  fascinated  me  with  visions  of  a  trip  to  New  Zealand.  .  It  was  for  a  steward  .on  the  Union  Co.'s  s.s.  Ringarooma,  '  then  lying  in  Darling  Harbor  after  having  been  'for  some  days  —  months  I  should  think  ?  in'  :  mi  nrn.ii+5nr»  A  .  neaked  .  sailor  cap,   I  which  I  had  worn  on  the  voyage  out,  was  my  only  make-up  for  the  part,  but  I  boarded  '  the  '  vessel  with  -  the  hopefulness  of  youth  and  the  'hide'  of  inexperience,  and  to  my  '  intense:  delight  -  was  v  set  to  .  .  work  straight  away—  cleaning  portholes.  O,  those'  vporthioles  !  My  arms  .  ache,  when  I  think  of  tlicin?  and  through  more  than  a  score  of  ?years'  I  can  look  back  arid  see*  them  now  —  ''the  brass  rims  thick  with  a  dirty,  greasy,  greeny-yellowy  coating.,-  And.-  the  smell  of  ithose  cabins.  L.W  hew  !  As.  ,1  .  have  said,  the  -.ship  had  been  in  quarantine,-  which,  of  course,  acoounted  for  the  condition  in  which  I  found  her.  One  by  one  I  cleaned  and  ?polished  those  rims,  and  I  don't  think  any  man  ever,  enjoyed  his  bre'akfaet-more  than  I  did  min«  that  morning  on.  the  old  Ringa  Tooma.  Then,  as  now,  the  Union  Co.  knew  how  to  serve  a  meal.  Portholes  again  tfTT  j  dinner,  then  a  brief  interview  with  the  chief  steward,  whoso  questions  elicited  the  facts  that  I  h»dJ  no  discharge  and  did  not  belong  to  the  Union.  He  was:  sorry  —  at  least,  he  said_  ho  was  —  but  he  oould  not  let  me  sign   'on,  so,  with  a  few  shillings  for  my  morn  ing's  work,  I  went'  ashore  again  to'  look  for  employment.  I  have  since  shrewdly  sus  pected  that  there  was  really  no  vacancy  -for  a  steward,  at  all,  but  that  -the  chief  wanted  those  portholes  cleaned,  and  ?  was  either  afraid  or  ashamed  to  ask/his  staff  to  do  them.  But  I  was  gaining'  experience,  and  that  night.  I  slept  in  a  bed.  '  Things  were  soon  'only  middling'  again,  and  my  belt  required  taking  in  a  hole  every  morning-  when  T  fortunately,  and  accidentally,  dropped  across  a  friend  of  the  family,  who  was  doing  well  with  ,  his  brush  and  pencil  ;  in  fact,  it  was  his  cartoon  of  Beach,  who  had  just  beaten  Hanlan  for  the  second:  time  that  led  to  our  meeting,  for  copies  of  the  picture  were  being  advertised  for  sale  —  ap-  ply  'C.  Penstone,  Cambridge  Club  Hotel.'  I  saw  the  ad.  in  the  morning  and  Penstone  in  the  afternoon.  An  introduction  'by  him  to  the  proprietor  of  a  -variety  entertainment  then  running  in  Sydney  led  to  my  writing  a  musical  sketch  on  the  return  of  the  Sou  dan  Contingent,  and,  later,  to  an  engage  ment  as  'corner  man'  with  the  'Soudan  Minstrels,'  a  company  composed  partly  of  returned  warriors  and  partly  of  profession  als,  of  whom  I  was  regarded  as  one.  As  an  amateur,  at  home,  I  had  frequently  dis  guised  my  features  with  a  layer  of  burnt  cork,  and  now,  having  shaved  my  upper  lip  aind  rehearsed  with  tho  company,  I  certainly  did  consider  myself  a  full-blown  actor.  We  opened  to  'a  beggarly  array  of  empty  benches'  at  the  Victoria  Theatre,  Parra  matta;  we  played  two  nights  at  Wallsend,  two  at  Minmi,  one'  at  Lambton,  -and  then  went  bung.  It  was  a  fine  moonlight  night  when  we  walked  to  Newcastle  and  caught  the  boat  for  Sydney;  but  as  I  had  no  money  left  for  tram  fare  next  morning,  it  was  distinctly  disappointing,  not  :to  say  distress  ing,  after  humping  .a  heavy  portmanteau  from  Sussex-street  to  the  house  I  had  left  at  Waverley,  to  find  'To  Let'  in  the  win  dow  !  Martyn  Hagan  will  doubtless  remem  ber  the  tour  of  the  'Soudan  Minstrels.'  Personally,  I  shall  never  forget  it.  I  re-'  turned  to  Wallsend  a  few  months  after  ward,  and  got  work  in  the  Co-operative  Colliery,  Plattsburg,  on  the  timber,  and  was  not  there  many  days  before  I  distinguished  myself  by  cutting  my  head  open  witE  the   ?  -  n  coal  roof.  I  had  seen  the  -boys  standing  on  the  buffers  of  skips,  and  as  X  had  to  wheel  an  empty  skip  back  to  tne  shaft  after  a  full  one  had  been  taken  away,  witli  a  horse,  by  my  mate,  I  thought  I  might  as  well  ride  back  as  walk,  for  it  was  down  hill.  I  sup  nose  I  did  stand  on  the  buffers,  ?  but  all  I   remembered  was  a  violent  earthquake,  a  grand  firework  display,  a  skip  overturned,  and  blood  trickling  down  my  face  as  I  sat  in  the  dark  on  the  ground.  I  walked  back  with  the  empties  after  that.  I  worked  a  few  months  at  the  colliery,  then,  with  many  others,  was  put  off,  owing  to  slackness  of  trade.  This  was  followed  by  a  short  stay  in  Newcastle,  where  I  did  a  little  scribbling  and  a  little  timber-tallying.  Then  back  to  Sydney  again,  and  another  hunt  for  the  elusive  billet.  All  this  happened  twenty  years  ago,  and  what  have  I  not  been  since  then?  Tin  miner,  tramp,  woolshed  rouseabout,  song  and  sketch  writer,  tote  clerk,  pantomime  librettist,  penny-£V-liner,  theatrical  advance  agent,  ad.-writer,  and  railway  navvy!  And  now.  I  have  ten  thousand  a  year.  Yes,  gen  tle  reader  —  ten  thousand  thoughts  !  |  J.H.T.",145742376,https://api.trove.nla.gov.au/v3/newspaper/145742376,AN IMMIGRANT.,Article,1907-02-21,15,15,"CHRISTMAS DAY, '84, saw me a passenger to Sydney on a tramp steamer then lying at Melbourne, where we had arrived the day before from London, via Hobart.",https://nla.gov.au/nla.news-article145742376?searchTerm=Immigrant,,747,"The Worker (Wagga, NSW : 1892 - 1913)",235.5828094482422,very relevant
"UNDESIRABLE  IMMIGRANT.   A  youth  of  Afteen,  named  Abraham  Welsbolm,  appeared  on  remand  at  Old-  street  Police  Court  (London)  on  May  15  (says  ""Lloyd's  Weekly""),  to  a  charge  of  attempting  to  pick  pockets  at  the   tramway  terminus,  Whltechapel.  De  tective  Smart,  H.  division,  proved  see  ing  the  prisoner  on  the  evening  of  May  6  working  about  among  tho  crowd  of  women  and  girls  waiting  for  the  cars,  his  practice  being  to  feel  the  bags  or  purses  they  carried  like  a  practical  thief.  When  arrested  he  made  no  answer,  and  through  an  Interpreter  of  Russian  and  Yiddish  gave  a  brother's  address.  Tho  latter  was  in  court,  and  as  the  result  of  Inquiries  It  was  said  I  the  prisoner  had  only  been  soven  weeks  in  this  country,  had  arrived  destitute,  and  had  done  no  work  since.  Mr  Clucr   said  it  was  clear  that  the  seven  weeks  was  seven  weeks  too  long.  He  should  not  pass  a  sentence  on  the  prisoner,  but  convict  him  ns  a  rogue  and  vagabond,  and  commit  htm  to  prison  to  await  a  Home  Office  order  for  his  deportation.",221893203,https://api.trove.nla.gov.au/v3/newspaper/221893203,UNDESIRABLE IMMIGRANT.,Article,1909-08-06,3,3,"A youth of fifteen, named Abraham Weisboim, appeared on remand at Old-street Police Court (London) on May 15 (says ""Lloyd's Weekly""), to a charge",https://nla.gov.au/nla.news-article221893203?searchTerm=Immigrant,,1177,Crookwell Gazette (NSW : 1885 - 1954),235.5828094482422,very relevant
"PROHIBITED  IMMIGRANT.   BRISBANE,  Wednesday.  ^-Captain  tf'Clelland,  of  the  .  steamer  Orange',  has  been  fined  £100  for  allowing  a  prohibited  immigrant,  a  Chinaman,  to  enter  the  Commonwealth.",64805944,https://api.trove.nla.gov.au/v3/newspaper/64805944,PROHIBITED IMMIGRANT.,Article,1909-06-24,3,3,"BRISBANE, Wednesday.— Captain M'Clelland, of the steamer Orange has been fined £100 for allowing a prohibited immigrant, a Chinaman",https://nla.gov.au/nla.news-article64805944?searchTerm=Immigrant,,115,The North Western Advocate and the Emu Bay Times (Tas. : 1899 - 1919),235.5828094482422,very relevant
"PROHIBITED  IMMIGRANT.   Shin  King,  a  Chinaman,  who  was  recently  fined  for  smuggling  opium,  was  charged  at  the  City  Court  to-day  with  being  a  prohibi  ted  immigrant.  Ho  was  sent  to  gaol  for  a  month  and  ordered  to  bo  deported  after  serving  the  sentence",114880853,https://api.trove.nla.gov.au/v3/newspaper/114880853,PROHIBITED IMMIGRANT.,Article,1909-05-05,2,2,"Shin King, a Chinaman, who was recently fined for smuggling opium, was charged at the City Court to-day with being a prohibited immigrant. He was sent to gaol for a",https://nla.gov.au/nla.news-article114880853?searchTerm=Immigrant,,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",235.47239685058594,very relevant
"Immigrant  Girls   ?  The  statements  made  by  Mr.  Spence,  M.P.,  in  the  House  of  Representatives,  '  that  domestic  servants  brought  out  from  London  have  been  driven  to  ruin,  and  were  on  the  streets  of  Sydney,  has  brought  forth  a  vigorous  denial  from  tho  Director  of  Im  migration,  Mr.  Percy  Haunter.  The  girls,  he  states,  are.  in  the  first  place  very  care  fully  selected  in  London.  Eacheirl  or  wo   man  has  to  have  at  least  two  references  of  character  anda  doctor's  certificate.  On  their  arrival  here  there  is  always  a  demand  for  the  services  of  more  than  are  avail  able.  .They  are  met  by  officials  of  the  Im  migration  Department  directly  the  steam  ers  arrive,  and  are  taken  to  the  office,  where  they  are  forthwith  introduced  to  n  tending  employers,  and  are  found  situa  tions  without  any  difficulty.  The  vast  ma  jority  of  them  go  at  once  to  their  new  homes.  There  is  thus  no  risk  of  their  going  astray.  Having  found  employment  for  the  girls,  the  department  does  not  lose  touch  with  them  at  once.  It  is  necessary  that  they  should  personally  report  and  be  reported  upon  by  their  employers  after  they  have  been  in  a  situation  for  a  month  or  six  weeks,  in  order  that'  they  may  ?  e  ceiye  a  refund  of  portion  of  the  money  which  they  have  paid  for  their  assisted  passages.  In  this  way  a  fair  idea  can  *~o  ''?formed  of  the  class  of  young  women  who  are  being  brought  out,  and  what  they  -ire  doing.  The  closest  scrutiny  is  also  exer  cised  in  the  registration  of  mistresses  seek  ing  the  services  of  immigrant  girls.  'Where  the  department  has  the  slightest  doubt  about  the  suitability  of  a  home  to  which  ™  it  is  desired  to  take  a  girl  registration  is  refused.",132474279,https://api.trove.nla.gov.au/v3/newspaper/132474279,Immigrant Girls,Article,1909-07-09,33,33,"The statements made by Mr. Spence, M.P., in the House of Representatives, that domestic servants brought out from London have been driven to ruin, and were",https://nla.gov.au/nla.news-article132474279?searchTerm=Immigrant,,436,The Albury Banner and Wodonga Express (NSW : 1860 - 1927; 1929 - 1931; 1933 - 1938),235.47239685058594,very relevant
"PROHIBITED  IMMIGRANT.   A  Chinese  named  \\  ong  Sing,  alias  Fook  Sing.  was  sentenced  to  three  months',  imprisonment  as  a  prohibited  immigrant:,  at  the  City  Court  to-day.  Ho  is  cue  of  four  members  of  the  crew  of  the  Ascot,  who  were  missing  when  the  men  wore  mustered  before  tiie  departure  of  the  steamer  in  September,  1908.  After   lie  left  tho  Ascot,  lie  went  to  Portland,  ""  U.S.A..  in  a  timber  ship,  and  then  came;  bark  to  Melbourne.  He  tried  to  palm  >  himself  off  as  a  five  years'  resident  of  Melbourne,  but  afterwards  admitted  that  be  was  romancing.  The  imprisonment   is  with  a  view  to  deportation.  The  mas-'1  !'  bad  been  fined  £100  each  on  account   of  the  quartette  -who  did  the  disappear-'  ing  trick.  j",147927906,https://api.trove.nla.gov.au/v3/newspaper/147927906,PROHIBITED IMMIGRANT.,Article,1909-04-02,4,4,"A Chinese named Wong Sing, alias Fook Sing, was sentenced to three months' imprisonment as a prohibited immigrant at the City Court to-day. He",https://nla.gov.au/nla.news-article147927906?searchTerm=Immigrant,,558,Geelong Advertiser (Vic. : 1859 - 1929),235.47239685058594,very relevant
"RESTRICTED  IMMIGRANT.   When  the  case  of  Belinda  Schali,  charged  with  =  being  a  prohibited  immigrant,  was  called  on  in  the  City  Court  to-day,  Inspector  Christie  said  that  it  had  been  arranged  that  a  certificate  of  exemption  should  be  granted  for  three  months,  on  her  giving  a  bond  of  £200  to  leave  the  Commonwealth  at  the  expiration  of.  that  time.  The  prosecution  was  then  withdrawn.",218132411,https://api.trove.nla.gov.au/v3/newspaper/218132411,RESTRICTED IMMIGRANT.,Article,1907-01-12,3,3,"When the case of Belinda Schali, charged with  being a prohibited immigrant, was called on in the City Court to-day, Inspector Christie said that it",https://nla.gov.au/nla.news-article218132411?searchTerm=Immigrant,,1216,Coolgardie Miner (WA : 1894 - 1911),235.47239685058594,very relevant
"PROHIBITED  IMMIGRANT.   Ah  Way,  aged  40,  a  seaman,  and  a  native  of  China,  charged  at  Itlie  Water  Court,  yester  day  by  John  R.  M'Ml.tnus,  a  Customs  officer,  and  PJainclothes-constnble-  Sinclair,  with  be  ing  a  prohibited  immigrant  found  w'lthln  the  Commonwealth,  was  sentenced,  by  Mr.  O.  N.   Fayten,  S.M.,  to  eight  weeks  hard  labour.",228535524,https://api.trove.nla.gov.au/v3/newspaper/228535524,PROHIBITED IMMIGRANT.,Article,1903-06-04,3,3,"Ah Way, aged 40, a seaman, and a native of China, charged at the Water Court, yesterday by John R. M'Manus, a Customs officer, and Plainclothes-constnble Sinclair, with",https://nla.gov.au/nla.news-article228535524?searchTerm=Immigrant,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",235.47239685058594,very relevant
"I  ndesirable  Immigrant.   The1  Sydney  polios  have  at  prrsint  in  custody  ft  young  man  who  baa  spent  most  of  his  time  in  saol,  has  beon  in  irons,  and  bas  been  flogged,  nnd  a  little  bit  of  bis  history  w'll  serve  to  show  how  foroible  is  tbo  argument  that  Viotorian  criminals  should  not  bs  allowed  to  cross  tbe  border  into  thiB  State.  For  year's  pit  t  all  the  worst  of  our  criminsl?,  Mr-m'son,  Williams,  Mont  gomery,  Grand,  and  others,  oamo  from  Vic  tor  io,  hunted  out  by  tbe  law  of  that  Statp,  whioh  provides  for  their  impris  onment  if  they  do  not  follow  some  lawful  occupation.  This  particular  individual  hns  under  gone  soveri.'l  sentences  in  Viotoria.  On  one  occasion  ho  was  Bent  to  gaol  for  three  yenrp,  and  received  a  flogging  of  If)  lisho.'.  While  in  Pentridge  be  re  moved  a  quantity  of  bricks  and  iron  in  a  most  deliberate  plan  of  escape,  and  for  that  he  was  sontenood  to  12  months  in  ironp.  Thr:n  bo  lift  Viotoria  und  got  out  to  Cowra,  on  tbo  LaohlnD,  wbere  ho  whs  found  to  be  a  BtiBpootH  person,*  and  got  threo  moritls  for  a  start.  From  Cowra  heskippod  to  Albury,  nnd  was  pro  vided  with  three  vcar&'  retiromont  for  horao  Btoalinp.  Not  liking  Iho  treat,  mont  bo  broku  nway  from  custody  while  on  escort,  and  was  oaptured  after  grout  difficulty.  This  litllo  rsoapade  cnBb  him  tbo  lnp.s  of  s'x  months  longor  of  hij  liberty.  He  is  study  an  undesir  ablo  immigrant-.",63813472,https://api.trove.nla.gov.au/v3/newspaper/63813472,Indesirable Immigrant.,Article,1904-03-11,2,2,"The Sydney polios have at present in oustody a young man who baa spent most of bis time ia gaol, baa been is irons, and has been Hogged, and a little",https://nla.gov.au/nla.news-article63813472?searchTerm=Immigrant,,56,Bathurst Free Press and Mining Journal (NSW : 1851 - 1862; 1872; 1882; 1885 - 1897; 1899 - 1904),235.47239685058594,very relevant
"lamBraigraGBt's  ITrouMcs.   A  young  man  from  Birmingham,an  en  graver,  who  camo  out  by  the  Perioles,  found  himself  etranded  in  Dubbo  on  Saturday.  He  arrived  by  the  steamer  on  the  10th  instant.  He  stated  that  be  took  biB  passage  (or  Australia  with  letterq  to  Dr.  Arthur  M.L.A.,  who  be  Vras  told  bad  a  farm  for  immigrant  youths  in  New  8outh  Wales,  where  they  were  trained  to  beoome  farm  labourers,  and  then  helped  to  find  em  ployment.  He  said  be  was  sent  by  an  employment  agenoy  to  a  farmer  at  Dubbo,'  and  was  led  to  understand  that  bis  wageB  were  to  be  12s  6d  a  week.  Being  wbolly  unfitted  for  the  work,  be  be  deoided  to  throw  up  the  job,  for  Which  be  was  being  paid  5s  a  week.  He  was  helped  by  some  of  the  resi  dents,  and  an  application  has  now  been  made  for  a  return  fare  to  Sydney.   Mr.  King,  the  organising  seoretary  Of  the  Immigration  League,  states  in  reference  to  the  above,  that  the  young  Stan  was  procured  a  billet  at  Dubbo  on  the  understanding  that  he  and  his  mate  were  to  reoeive  Bj  a  week  for  the  first  three  montbe,  7s  6d  for  the  next  three,  and  10s  after  that.  It  was  ex  plained  to  them  that  they  would  be  batter  off  going  to  wotk  at  once  than  going  to  the  Pitt  Town  farm,  where  they  would  not  be  paid.   .Ninety  two  thousand  bales  of  woo'  were  offered  at  the  Brisbane  woo'  sales  on  Saturday.   Oarooar  oomplains  that  two  oattle  truoks  have  been  left  at  the  looal  sta   tion  for  several  days,  whilst  other  j  placeB  have  been  orying  out  for  truoks.   ..The  first  man-lifting  kite  to  fly  in  Sydney  was  flown  on  Friday  afternoon  ih  Prince  Alfred  Park.  It  made  four  flights,  the  longest  being  of  about  10  minutes  duration.  In  tho  last  flight  the  wings  of  the  kite  wore  damaged.   News  has  been  reoeived  iu  Sydney  that  oil  and  gas  have  boon  struck  near  Noumea  at  a  depth  of  1750ft.  Tho  Australian  States  Oil  Syndicate  has  been  carrying  on  boring  operations  for  the  last  eighteen  months  in  the  endea  vour  to  tap  oil.   The  very  unusual  sight  of  n  woman  ""humping  tbo  bluoy""  was  witnessed  in  (bo  main  stroot  of  Mudgoo  on  Fri  day.  The  periputotic  visitor  was  ac-u  cotnpanied  by  a  child,  alao  currying  swag,  nod  bad  evidently  trnvolled  how  distance  with  ""  Duncan""  up.   Stories  about  events  on  waybnek  courses  are  without  ond.  Llaro  is  a  warm  one.  On  one  ocoasion  a  parti  cularly  'oute  rider,  who  had  no  faith  in  the  staying  powers  of  his  horse  took  B  short  out  inside  a  couple  of  postB,  saved  a  lot  of  ground,  and  was  even  then  beaten  at  the  post.  He  bad  not,  however,  exhausted  all  his  resourcou,  lor  be.  entered  a  protest  against~tbe  winner  for  going  inside""a  post,  took  (be  stewards  down  to  the  bome_turn,  where  he  was  ablo  to  show  tbem  tbo  (Darks  io  proof  of  it,  and  so  got  the   fee.",100998932,https://api.trove.nla.gov.au/v3/newspaper/100998932,Immigrant's Troubles.,Article,1909-10-29,8,8,"A young man from Birmingham, an engraver, who came out by the Perieles, found himself stranded in Dubbo on Saturday. He arrived by the steamer",https://nla.gov.au/nla.news-article100998932?searchTerm=Immigrant,,424,Molong Argus (NSW : 1896 - 1921),235.30844116210938,very relevant
"PROHIBITED  IMMIGRANT.   The  Norwegian  barque  Hofrsfjord  arrived    to-day  with  a  stowaway  on  board  in  an  advanced  stage  of  consumption.    He  will  not  be  allowed  to  land  unless  the  captain  gives  a  bond  for  his  not  being  made  a  charge  on  the  public,  and  as  this  is  not  forthcoming,  the   man  remains  aboard.",12826900,https://api.trove.nla.gov.au/v3/newspaper/12826900,PROHIBITED IMMIGRANT.,Article,1906-04-17,3,3,The Norwegian barque Hofrsfjord arrived to-day with a stowaway on board in an advanced stage of consumption. He will not be allowed to land,https://nla.gov.au/nla.news-article12826900?searchTerm=Immigrant,,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",235.30844116210938,very relevant
"PROHIBITED  iMMlGfiANtT.   The  Lascar  t  who  last  ""Tuesday  desert-  ""£  ,itom  the  Mantua,  was  charged  tiie  police  court  to-day  with  being  prohibited  immigrant,  and  was  deported  by  the  Macedonia  to-night.",218172301,https://api.trove.nla.gov.au/v3/newspaper/218172301,PROHIBITED IMMIGRANT.,Article,1909-07-13,3,3,"The Lascar who last Tuesday deserted from the Mantua, was charged in the police court to-day with being a prohibited immigrant, and was",https://nla.gov.au/nla.news-article218172301?searchTerm=Immigrant,,1216,Coolgardie Miner (WA : 1894 - 1911),235.30844116210938,very relevant
"PROHIBITED  IMMIGRANT.   Chun  Se*,  sÏ2,  i  i  Wnese  was  before  Mr  have  SM,  at  the  Water  Police.  Court  yesterday,  charged  with  being  a  prohibited  immigrant  found  within  the  Commoiiwt-.ltli  in  contravention  to  the  provi-   ""ions  of  the,  Immigration  Restriction  Act,  1901  It  was  stated  1  that  accused  had  been  convicted  previously  for  an  offence,  and  upon  his  release  from  gaol  was  re  arrested  and  charged  as  a  probable  1  immigrant  He  was  sentenced  to  one  months  imprisonment,  with   hard  labour",15047213,https://api.trove.nla.gov.au/v3/newspaper/15047213,PROHIBITED IMMIGRANT.,Article,1909-03-31,14,14,"Chun, Se[?], 32, a Chinese, was before Mr. Love, S.M., at the Water Police Court yesterday, charged with being a prohibited immigrant found within the Commonwealth, in contravention to the",https://nla.gov.au/nla.news-article15047213?searchTerm=Immigrant,,35,The Sydney Morning Herald (NSW : 1842 - 1954),235.26553344726562,very relevant
"'  Prohibited  Immigrant,   An  agent  for  the  French  mail  company  was  today  fined  £100,  with  .posts,  for  permitting  a  prohibited  immigrant  to  enter  the  Common   wealth.  '",189661306,https://api.trove.nla.gov.au/v3/newspaper/189661306,"Prohibited Immigrant,",Article,1906-07-07,4,4,"An agent for the French mail company was today fined £100, with posts, for permitting a prohibited immigrant to enter the",https://nla.gov.au/nla.news-article189661306?searchTerm=Immigrant,,983,The Armidale Chronicle (NSW : 1894 - 1929),235.26553344726562,very relevant
"PROHIBITED  IMMIGRANT.   ""Won  Foil  Hen,  who  was  charged  on  tlio  information,  of  Constablo  Barnden  with  be  ing  an  'fiminiiigimiiit  wlio  within  a  year  af  ter  ho  had  entered  tho  Common  wealth   had  failed  to  puss  tlto  &lt;nol;anan  'iesi.  ""  wj'""'  tho  mcvin-ing  of  tlio  Commonwealth  Rostric  lion  Act,  1905,""  and  is  tl.erofore  a  pro-  Hlvited  immigrant,  was  remanded  till  Monday,  bail  in  £100  being  allowed.  The  bond  was  entered  into.  (",227885887,https://api.trove.nla.gov.au/v3/newspaper/227885887,PROHIBITED IMMIGRANT.,Article,1908-05-15,4,4,"Won Fon Hen, who was charged on the information, of Constable Baraden with being an ""immigrant who within a year after he had entered the Commonwealth",https://nla.gov.au/nla.news-article227885887?searchTerm=Immigrant,,806,The Bendigo Independent (Vic. : 1891 - 1918),235.26553344726562,very relevant
"PROHIBITED  IMMIGRANT.   A  Chinc^se  named  Cheing  Yuen,  who  has  just  completed  a  sentence  of  iii  -ervrs  for  conspiracy  in  the  notorious  Chingtu  murder  case,  was  before  the  police  court  to-day  harged  with  being  a  prohibited  immigrant.  He  was  ordered  to  gaol,  pending  his  being  returned  to  China.",122687701,https://api.trove.nla.gov.au/v3/newspaper/122687701,PROHIBITED IMMIGRANT.,Article,1906-08-01,5,5,"A Chinese named Cheing Yuen, who has just completed a sentence of 2½ years for conspiracy in the notorious Chingtu murder case, was before the police court to-day",https://nla.gov.au/nla.news-article122687701?searchTerm=Immigrant,,492,The Maitland Daily Mercury (NSW : 1894 - 1939),235.26223754882812,very relevant
"ANOTHER  IMMIGRANT!   'As  a  result  of  the  advertising  campaign  carried  on  in  the  Anglo-Indian  newspapers  by  the  Immigration  League  of  Australia,  a  young  Scotchman  has  arrived  in  Sydney,  having  been  attracted  here  by  one  of  the  articles  sent  by  the  League.'  —  'S.H.H.,'  12/12/06.   He  is  here,  Give  a  cheer,  And  a  welcome  sincere,  To  tliis  highly  adventurous  Scot,  A  braw  lad  Whom  an  ad.  (An  Arthurian  fad),  Has  so  suddenly  brought  on  the  spot.  In  the  Press,  Nothing  less.  Praise  the  Doctor's  success,  And  bless  him  for  what  he  has  done;  Through  his  tales,  New  South  Wales,  Which  was  so  short  of  males,  Has  just  had  an  increase  of  One  !",145727548,https://api.trove.nla.gov.au/v3/newspaper/145727548,ANOTHER IMMIGRANT!,Article,1906-12-20,8,8,"""As a result of the advertising campaign carried on in the Anglo-Indian newspapers by the Immigration League of Australia, a young Scotchman has arrived in Sydney",https://nla.gov.au/nla.news-article145727548?searchTerm=Immigrant,,747,"The Worker (Wagga, NSW : 1892 - 1913)",235.26223754882812,very relevant
"Prohibited  Immigrant   I  In  the  Central  Summons  Court  yester-  day,  before  (Mr.  R.  A.  Ranking,  P.M.,  i  W.  Fraser,  master  of  the  Kumunu  Maru,   pleaded  guilty,  to  having  allowed  one  of  the  crew-J.  Yoshimi-a  prohibited  ¡mm/grant,  to  enter  the  Commonwealth  of  Australia.  Defendant  was  fined  £100,  to  be  paid  within  seven  days.",19462554,https://api.trove.nla.gov.au/v3/newspaper/19462554,Prohibited Immigrant.,Article,1906-08-03,2,2,"In the Central Summons Court yesterday, before (Mr. R. A. Ranking, P.M., W. Fraser, master of the Kumun[?] Maru, pleaded guilty, to having allowed one of the",https://nla.gov.au/nla.news-article19462554?searchTerm=Immigrant,,16,The Brisbane Courier (Qld. : 1864 - 1933),235.26223754882812,very relevant
"PROHIBITED  IMMIGRANT.   'All  Citing,  a  young  \Ohlnese  seaman,  ap  peared  before  the  Water  police  Court  yester  day  on  a  charge  of  being  a  prohibited  Immi  grant  found  :  within  ithe  Commonwealth,  in  contravention  of  /the  l/mim/lgrathm  Restriction   A'ct.  The  aocuaea  piea'cieu  gu'Miy,  ana  cus  toms-officer  Donohoe  Infanmed  the  Bench  that  he  had  been  arrestgd  'this  'moi)nlng  aflter  serv  ing  a  sentence  for  smuggling.  He  -was  sen  tenced  itlo  two  .weeks'  hard  labour,  pending  depontoit-lon  by  the  authorities,.",229295693,https://api.trove.nla.gov.au/v3/newspaper/229295693,PROHIBITED IMMIGRANT.,Article,1904-01-19,6,6 S,"All Citing, a young Chinese seaman, appeared before the Water police Court yesterday on a charge of being a prohibited immigrant found within the Commonwealth, in",https://nla.gov.au/nla.news-article229295693?searchTerm=Immigrant,FIRST EDITION,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",235.26223754882812,very relevant
