article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"Aboriginal   land   Sir,  —  Last  year  our  politicians  played  a  game  which  led  to  a  decision  by  an  Australian  Governor-General  in  his  own  right.  The  decision  was  a  weighty  one,  and  Australia  has  not  been  the  same  since  it  was  taken.           Through  the  fault  of  our   politicians  in  forcing  this  situa-  tion  upon  the  Governor-General,  and  hence  upon  us,  certain  sec-  tions  of  Australian  society  have  become  more  disturbed  than  others.   Much  of  this  disturbance  can  be  reduced  if  the  Australian  ""Crown""'  makes  yet  another  weighty  decision,  namely  the  recognition  in  retrospect  of  the  title  of  the  Australian  Aboriginal  people  to  their  land  in  the  18th  century,  albeit  in  a  way  foreign  to  Anglo-Saxon  concepts.   This  suggestion  need  not  upset  the  property  owners,  as  they  will  continue  to  own  the  im-  provements  upon  ""their""  land,  which  in  any  event  is  controlled  by  the  Crown.   Furthermore,  a  method  of  fun-  ding  developments  for  the  Aboriginal  people  of  Australia  is  inherent  in  the  suggestion.  Let  rent,  be  paid  to  the  Aboriginal  people  by  the  Commonwealth  of  Australia  for  every  improvement  that  has  been  made  upon  their  land,  and  let  the  Aboriginal  peo-  ple  be  freed  from  the  envy  of  their  European  fellows  because  of  so  called  ""handouts""  from  taxpayer's  money.   Above  all  let  us  take  this  op-  portunity  to  recognise  the  Australian  Aboriginal  people  as  people  in  their  own  right.   An  opportunity  such  as  this  may  not  exist  again,  but  if  it  is  taken  now  the  Australian  ""Crown""  may  be  able  to  right  one  of  the  major  wrongs  ever  in-  flicted  bv  a  British  one.   JOHN  MOLONEY  Red  Hill.",131818536,https://api.trove.nla.gov.au/v3/newspaper/131818536,Aboriginal land,Article,1976-05-21,2,2,"Sir, — Last year our politicians played a game which Fed to a decision by an Australian Governor-General in his own",https://nla.gov.au/nla.news-article131818536?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.91734313964844,very relevant
"Aboriginal   rights   Sir.  -  In  ihe  Hansard  for  the  Northern  Territory  Legislative  Council  debaies  lor  November  1963  one  nnds  a  discussion  on  a  proposed  ^  Bill  for  an  ordinance  !o  provide  for  distribution  of  tne  estates  of  Aborigines  dvine   intestate.  ""  *   One  of  the  members,  when  commenting  on  this  Bill,  re  marked  that  most  of  the  powers  proposed  to  be  vested  in  the  public  trustee  had  been   from  the  Mental  Defectives  Or  dinance  1940-1957.  This  remark  aroused  no  interest  in  die  Nor   thern  Territory  Legislative  Coun   cil  at  that  lime.   This  Bii!  was  assented  10  on  March  29.  l9tC,  and  became  the  Intestate  Wards  (Distribution  of  Estates)  Ordinance  1961.  It  is  stiii  current  and  operative.   In  his  boc.v  ""Biack  Austra  lians'  (pupiished  in  1942)  the  Richt  Honorable  Paul  Hasluck  caustically  exposed  this  type  of  legislation.  He  said.  ""What  pos  sible  outcome  can  there  be  from  a  system  that  confines  the  native  within  a  legal  status  that  has  more  in  common  vilh  that  of  a  born  idiot  than  of  any  other  class  of  British  subject?""   The  Right  Honorable  Paul  Hasiuck  was  Minister  for  Terri  tories  when  this  ordinance  was  approved.   The  psychological  trauma  in  flicted  upon  Aborigines  bv  re  garding  them  and  treating  them  as  mental  defectives  must  be  immeasurable.   BARRY  E.  CHRISTOPHERS   Executive  Member,  Federal  Council  for  ihe  Advancement  of  Aborigines  and  Torres  Strail  Islanders,  Richmond,",136971382,https://api.trove.nla.gov.au/v3/newspaper/136971382,Aboriginal rights,Article,1973-04-20,2,2,Sir. — In the Hansard for the Northern Territory Legislative Council debates for November 1961 one finds a discussion on a,https://nla.gov.au/nla.news-article136971382?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.91734313964844,very relevant
"Aboriginal   cause   Sir,  —  1  have  always  had  a  measure  of  admiration  and   sympathy  for  the  Aboriginal  and  his  plight  until  I  watched  David  Frost's  program  and  I  felt  it  eb  bing  away  by  the  minute.   Such  a  show*  which  could  have  done  so  much  for  the  Aboriginal  cause,  showed  them  up  instead  as  a  lot  of  ill-man  nered,  foul-mouthed  hooligans.   Mv  admiration  goes  to  David  Frost  for  civility  comparing  an  uncivil  show,  anil  to  Barrie  Dex  ter  for  keeping  his  cool  under  impossible  conditions.  The  only  point  Mr  Perkins  got  across  was  that  he  likes  to  run  with  the  hare  and  hunt  with  the  hounds.   So  there  has  been  injustice  in  the  past  —  of  course  there  has,  but  the  Aboriginal  people  are  not   alone  in  this.  It  was  an  injustice   for  a  vast  proportion  of  people,  to  be  transported  here  in  the  first  place  and  I  have  no  doubt  the  lash  hurts  a  white  back  as  much  as  it  does  a  black  one.   Is  it  feasible  to  say,  ""'My  great-grandfather  suffered  a  ter  rible  injustice  —  give  me  a  free   house"".   The  great  cry  from  these  people  is  that  absolutely  nothing  is  being  done  for  them  but  when  a  spokeswoman  from  a  family  planning  clinic,  established  for  the  benefit  of  Aboriginal  women  said.  ""Who  are  they  to  tell  us  how  many  children  we  should  have"",  T  asked  myself  —  what's   the  point.   SYLVIA  WHYTE  Aranda.",136984045,https://api.trove.nla.gov.au/v3/newspaper/136984045,Aboriginal cause,Article,1974-09-07,2,2,"Sir, — I have always had a measure of admiration and sympathy for the Aboriginal and his plight until I watched David",https://nla.gov.au/nla.news-article136984045?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.91734313964844,very relevant
"Aboriginal  'embassy'   Sir,  —  The  argument  that  the  Aboriginal  ""embassy""  has  no  more  right  than  any  other  group  to  camp  in  front  of  Parliament  House  fails  to  deal  with  the  following  facts.   Firstly,  that  the  Aboriginal  people  have  more  right  than  any  other  group  in  the  Australian  community  to  camp  on  Aus-   tralian  land.   Secondly,  that  the  only  people  who  were  offended  by  the  pre-  sence  of  the  Aboriginal  embassy  were  the  members  of  the  Gov-   ernment.   Thirdly,  that  the  Aboriginal  embassy  was  quite  legal  when  it  was  set  up.  It  has  become  illegal  only  since  the  Government  rushed  through  a  special  ordin-  ance.  This  is  nothing  less  than  the  Government  using  the  law  for  its  own  political  ends.   RAYMOND  HAWKES  Turner.   Sir,  —  In  your  editorial  of  July  21,  'A  Turning  Point',  you  stated  that  the  destruction  of  the  Aboriginal  ""embassy""  may  .  .  .  prove  to  be  a  turning  point,  and  that  would  be  a  good  thing  in   deed"".   As  a  senior  citizen  of  Aus-  tralia  and  as  one  who  witnessed  the  eviction  from  the  Aboriginal  ""embassy""  on  July  20,  I  thoroughly  endorse  this  state-  ment.  I  consider  it  is  essential  for  all  Australians  to  see  that  it  does  become  a  turning  point  in  the  treatment  of  Aborigines.   You  further  state  that  if  Aus-  tralians  in  general  had  shown  much  more  than  sympathy  for  the  Aborigines,  ""enough  pres-  sure  would  have  been  put  on  the   Federal  Government  since  1967  to  achieve  the  actions  which  would  have  removed  the  need  for  a  protest  such  as  that  mounted  by  the  Aborigines  in  their  'embassy'.  ""   Well  let  us  all  exercise  such  pressure  now  so  that  the  pre-  sent  and  future  governments  will  treat  as  human  beings  and  full   citizens  people  who  should  have  rights  as  the  original  inhabitants  of  this  country.   S.  P.  LEWIS  Maroubra,  NSW.   Sir,  —  I  was  at  the  demon-  stration  outside  Parliament  House  on  Sunday  and  I  would  like  to  draw  your  attention  to  the  police  movie  camera  and  the  times  it  filmed.  The  camera  was  constantly  filming  as  the  marchers  arrived  at  Parliament  House,  as  they  sat  down  in  the   road  and  talked.   It  filmed  the  arrival  of  the  tent,  the  erection  of  the  tent  and  the  speeches  made  in  front  of  the  tent.  Then  it  ran  out  of  film  and  was  reloaded.   With  the  camera  fully  loaded,  the  police  moved  in  to  clear  away  the  tent  and  the  camera  took  no  more  movies.  There  were  a  number  of  people  arrested  and  a  number  of  scuffles  and  though  the  camera  was  in  an  ideal  position  to  film  these,  and  the  films  would  be  important  in  later  court  cases,  no  films  were  shot.   The  courts  are  thus  denied  what  might  be  important  evid-  ence.  If  the  police  have  nothing  to  hide  why  do  they  not  film  the  scuffles  and  arrests?   L.  F.  HARRIS  Turner.   Sir,  —  Australians  have  a  lot  to  answer  for,  the  Australian  Gov-  ernment  even  more  so,  for  what  took  place  last  Thursday  and  on  Sunday.  There  is  talk  among  the  Aborigines  now  of  retalia-  tions  and  ""consequences"".  I  do  not  blame  them  for  thinking  like  this,  in  view  of  the  oppres-  sion  over  the  last  200  years,  and  the  racist,  discriminatory  laws  which  still  exist,  the  latest  Tres-  pass  on  Commonwealth  Lands  Ordinance,  1972,  being  an  ex-  ample  of  this.  It  was  brought  in  to  make  illegal  the  most  success-  ful  and  peaceful  protest  yet  seen  in  Canberra.   Such  scenes  as  the  massacres  on  Thursday  and  on  Sunday  rival  some  from  South  Africa  for   racism  and  oppression  of  a  col-   oured  minority;  Australia  will  become  the  laughing  stock  of  the  world  and  well  the  nation  and  most  of  its  inhabitants  de-  serve  it.   LLEW  MORRIS  Director,  ANU  Abschol.  Acton.   Sir,  —  We  deplore  the  action  of  the  Federal  Government  in  forcibly  removing  the  peaceful  protesters  outside  Parliament  House.  No  purpose  has  been  served  by  this  action  beyond  a  reflection  of  the  perpetual  plight  of  the  first  and  continuously  dis-  possessed  Australians  in  their  homeland.  Even  the  Eskimos,  the  American  Indians  and  the  Maoris  have  a  place  to  call  their   own.   Dr  Coombs  said  recently  the   ill-treatment  of  Aborigines  had  caused  Australians  to  be  thought  of  as  racists  in  the  eyes  of  the  world.  We  do  not  think  that  this  will  have  caused  a  loss  of  a  minute's  sleep  to  a  great  many  white  Australians.   H.  E.  and  L.  J.  LEE  Kuala  Lumpur,  Malaysia.   A  typist's   lament   Sir,  —  I  would  like  to  give  my  sincere  thanks  to  Research  Worker  for  his  letter  of  appre  ciation  of  his  secretarial  and  typ   ing  staff  (The  Canberra  Times,  July  7).   Like  Research  Worker,  I  am  surprised  that  not  one  public  servant,  nor  private  enterprise  employer  has  come  out  in  sup-  port  of  typists'  claims  for  a  bet-   ter  deal.   I  doubt  that  a  day  passes  without  an  officer  in  the  depart-  ment  stating  that  he  would  be  quite  lost  without  his  secretary,  and  how  he  certainly  does  ap-  preciate  the  attention  he  gets  from  the  typists  but  it  obviously  is  purely  lip  service.  It  would  be  much  more  helpful,  and  cer-  tainly  much  more  appreciated,  if  he  would  lift  a  pen  and  voice  his  thoughts  through  your   column.   Research  Worker  did  a  great  deal  for  the  morale  of  typing   staff  in  all  typing  areas  of  the   Public  Service  and  of  the  busi-  .  ness  world  in  Canberra.   Where  are  all  the  other  champions  to  the  cause  of  the  keyboard  operators'?   TYPIST  IN  CHARGE  Narrabundah.",101996214,https://api.trove.nla.gov.au/v3/newspaper/101996214,Aboriginal 'embassy',Article,1972-07-26,2,2,"Sir, — The argument that the Aboriginal ""embassy"" has no more right than any other group to camp in front of Parliament",https://nla.gov.au/nla.news-article101996214?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.88986206054688,very relevant
"Aboriginal   voice   Sir,  —  As  an  interested   Aboriginal  spectator  I  am  amazed  that  the  media  still  con-  tinues  to  dote  on  every  utter-  ance  my  countryman  Charles  Perkins  makes.  The  latest  from  Charles  is  that  he  is  going  to  return  to  his  position  as  Assist  ant  Secretary,  Department  of  Aboriginal  Affairs  and  that  in  his  opinion  the  Liberal  Party's  policies  on  Aboriginal  affairs  are  good.   I  don't  wish  to  debate  the  merits  of  these  two  utterances  except  to  express  my  personal  opinions  of  disappointment  in  the  man.   Last  year  the  Liberal-Nation-  al  Country  coalition  had  the  most  racist  policies  on  Abori-  ginal  affairs  in  Australia's  his-  tory,  according  to  Charlie.  The  year  before,  the  Labor  Party  was  bad  news.  Then  it  was  good  news.  Now  it's  forgotten.   Next  year  if  the  country  is  run  by  the  communists,  Charles  no  doubt  will  proclaim  it  to  be  the  greatest.   Whites  in  this,  country  of  course  are  not  fooled,  but  Charles  obviously  hasn't  read  the  mood  of  many  black  Australians.  We  are  beginning  to  see  Perkins  for  what  he  is;    an  unsophisticated,  undignified,  opportunist  who  has  turned  out  to  be  nothing  more  than  a  man-  ipulating  operator  who  swims  with  the  tide.   His  damming  condemnations  of  his  colleagues  in  the  upper  strata  of  the  department,  par-  ticularly  Barrie  Dexter,  the  Secretary  has,  in  my  opinion,  made  it  impossible  for  the  de-  partment  to  function  adequately  to  the  real  benefit  of  Aborigines  throughout  Australia.   Individual  power  struggles  and  little  games  do  not  take  precedence  over  the  unfortunate  plight  of  a  whole  race  of  people.   Mr  Dexter  in  my  opinion  is  a  good  and  honest  man  whose  integrity  and  performance  in  a  difficult  and  sensitive  area  es  capes  any  real  criticisms  from   me.   Whilst  Barrie  Dexter  may  not  have  any  say  in  his  return  to  the  department,  Charle's  behaviour  over  the  past  18  months,  will  effectively  prevent  other  Aboriginal  persons  within  the  Public  Service  from  receiv-  ing  accelarated  progression  within  the  service  to  the  same  extent  as  Charlie  had.   Dexter  would  be  crazy  to  let  it  happen  again.       And  so  to  the  media  I  say  leave  Charlie  alone.  We're  sick  of  hearing  what  he  says  or  does.       If  you  want  Aboriginal  opin-  ion,  go  to  the  north  and  seek  out  the  real  leaders.  If  you  want  to  project  our  real  image  have  northern  Aborigines  on  your  TV  programs  etc.   HARRY  PENRITH  Curtin.",102194386,https://api.trove.nla.gov.au/v3/newspaper/102194386,Aboriginal voice,Article,1975-12-30,2,2,"Sir,—As an interested Aboriginal spectator I am amazed that the media still continues to dote on every",https://nla.gov.au/nla.news-article102194386?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.8011016845703,very relevant
"Aboriginal  advancement   Sir,  -—For  the  last  three  and  a  ,  half  years  I  have  been  partici   pating  in  a  community  develop  ment  programme  with  the  Abori  ginal  Advancement  Association  in  Bourke,  New  South  Wales.   ■  The  main  principle  of  com  ■  munity  development  is  to  find   out  what  are  'a  community's  health  needs,  and  to  get  discus  sion  going-about  these  needs  so  '  that  the  Aboriginal  people  them  selves  will  be  the  prime  movers   in  satisfying  their  wants  in-their   own  way.   After  this  has  happened  ,there  it  a  crucial  psychological  period  '  -  in  which  the  community  needs  to   have  the  wherewithal  to  imple  ment  their  decisions.  If  their  -  plans  are  blocked  because;  of  a   lack  of  funds  in  addition  to  all  '  the  other  local  difficulties  that   ■■  they  will  usually'  encounter""  then  -  the  community  is  likely  to  lose   its  impetus  and  become  discour-    aged   For  '  good  historical  reasons  Aborigines  expect  the  majority  culture  to  let  them  down.  During    the  last  two  years  the  Aborigines   in  Bourke  have  become  more   confident  in  making  their  own   decisions  because  they  have    .  learnt  that  they  can  expect  the  |sympathetic  support  of  the  office  of  Aboriginal  Affairs  and  that  men  like  Mr-Dexter,  Dr  Coombs    and  Mr  Bryant  are  to  be  trusted.  The  money  that  has  come  into  community  for  development  projects  has  made  the  Aboriginal  Advancement  Association  into  a   group  with  some  small  economic  say  in  the  total  community.  This      newfound  control  over  their  own   affairs  has  made  the  Aboriginal,  reconsider  his  self-,  view  as  one  of  the  ""lowest  of  the  low"",  and  feel  that  at  last  he  has  some  hope  of  achieving  parity  with  the  dominant  society.   Money  spent  on  helping  Aborigines  to  help  themselves  is  a  logical  investment  long  over  looked  by  Australian  Govern   ments.   By  the  very  nature  of  the  principle  that  Aboriginal  deve  lopment  must  come  from  the  Aborigines  themselves  and  that  they  are  inexperienced  in  mat  ters  of  business,  it  is  only  to  be  expected  that  some  projects  will   fail.   It  is  probably  more  realistic  to  balance  these  failures  (or  wasted  moneys)  against  the  suc  cesses  (or  good  investments)  that  are  being  achieved.  Com  pared  say,  with  the  Fill  saga,  the  amount  of  taxpayers'  money   wasted  will  be  small.  However,  the  gains  for  Aborigines  in  human  dignity  and.  so  for  the  dignity  of  Australia  as  a  whole,  will  be  large.   The  recent  upward  mobility  of  Aborigines  in  general  has  dis  turbed  the  status  quo  of  many  rural  areas  and  led  to  some  re  sentment  by  the  dominant  white  society.   It  will  be  a  tragic  misunder  standing  of  the  way  in  which  a  community  develops  if  those  po   litical  representatives  of  the  white  blacklash  arc  successful  in  destroying  this  impetus  to  com  munity  development.  The  pater  nalism  of  the  settlement  mana  ger  will  be  no  less  choking  if  his  role  is  taken  over  by  the  ob  sessional  accountant.   (Dr)  M.  KAN1IEN  Perth.",131690201,https://api.trove.nla.gov.au/v3/newspaper/131690201,Aboriginal advancement,Article,1973-11-05,2,2,"Sir, — For the last three and a half years I have been participating in a community development programme with the",https://nla.gov.au/nla.news-article131690201?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.8011016845703,very relevant
"AUSTRALIA'S  first  Aboriginal  Knight  Pastor  Sir  Douglas  Nicholls,  with  his  wife  outside  Buckingham  Palace,  London,  recently   after  being  knighted  by  Queen  Elizabeth  II.  —  AAP  Photo.",250365154,https://api.trove.nla.gov.au/v3/newspaper/250365154,ABORIGINAL KNIGHT,Article,1972-11-20,7,7,"AUSTRALIA’S first Aboriginal Knight Pastor Sir Douglas Nicholls, with his wife outside Buckingham Palace, London, recently after being knighted  by Queen Elizabeth II. — AAP Photo",https://nla.gov.au/nla.news-article250365154?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),212.8011016845703,very relevant
"Aboriginal  campaign   MELBOURNE,  Sunday.  —  Too  much  attention  was  given  to  a  small  vocal  group  of  Aboriginal-rights  campaigners,  Sir  Douglas  Nicholls  said  tonight.   He  said  the  group  which  walked  out  of  the  Aborigi-  nal  conference  in  Canberra  was  no  more  radical  than  other  delegates.   ""Their  approach  is  not  truly  representative  of  Aboriginal  opinions  any  more  than  mine  is"",  he   said.   He  opposed  re-establish-  ment  of  the  Aboriginal  ""embassy""  and  said  a  national  Aboriginal  centre  should  be  built  with  rep-  resentation  by  all  States.",101999082,https://api.trove.nla.gov.au/v3/newspaper/101999082,Aboriginal campaign,Article,1972-08-14,3,3,"MELBOURNE, Sunday. — Too much attention was given to a small vocal group of Aboriginal-rights",https://nla.gov.au/nla.news-article101999082?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.76101684570312,very relevant
"Aboriginal  successes   The  story  of  seven  fullblood  Aborigines  fac  ing  the  problems  of  social  advancement  and  cultural  change  in  the  Northern  Territory  is  told  in  a  Department  of  the  Interior  booklet,  'Aborigines  of  the  Northern  Territory  Community',  published  yesterday.   The  introduction  says  the  success  of  these  Abori  gines  in  overcoming  t  h  e  social  and  cultural  prob  lems  of  changc  between  the  Aboriginal  and  Western  culture  ""is  the  result  of   their  perseverance  and   hard  work"".   Mr  Harold  Ulamari  is  one  of  these  peop,le.  He  is  the  first  full  blood  Abo  riginal  to  take  up  a  cadet  ship  as  a  journalist  on  an  Australian  paper.   He  was  19  in  1971  and,  as  a  first-year  cadet  with  llie  Northern  Territory  News,  was  earning  S57.25  a  week.  The  average  wage  for  a  labourer  in  the  Nor  thern  Territory  is  SSO  a  fortnight.   The  booklet,  published  by  the  Australian  Govern  ment  Publishing  Services  is  free  to  the  public.",102028751,https://api.trove.nla.gov.au/v3/newspaper/102028751,Aboriginal successes,Article,1972-06-29,10,10,The story of seven fullblood Aborigines facing the problems of social advancement and,https://nla.gov.au/nla.news-article102028751?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.76101684570312,very relevant
"?   CANBERRA,  October  5  (AAP)  Accusations  by  Senator  Ron  Maunsell  (NCP  QLD),  against  the  Australian  Government  of  mismanagement  in  funding  projects  in  the  Torres  Strait  Islands  were  refuted  today  by  the  Minister  lor  Aboriginal  affairs,  Mr  les  Johnson.   The  Minister  said  Senator  Maunsell's  statement  showed  he  was  unaware  of  the  facts  and  events,  and  in  fact  all  grants  formally  applied  for  by  the  islanders  during  the  year  had  been  released  to  the  various  councils.  >  Mr  Johnson  said  there  had  been  delays  in  some  instances,  but  these  delays  had  resulted  for  very  many  reasons.  These  included:   #  The  application  of  financial  rules  which  the  department  had  formulated  for  the,  control  of  public  funds.  •  T  h  e  difficulties  the  Islanders  encountered  in  obtaining  the  services  of  aecountants  for  the  remote  island  councils,  •  The  need  for  feasibility  studies  to  confirm  initial  estimates  of  costs  as  well  as  suitablity  of  projects.",250403031,https://api.trove.nla.gov.au/v3/newspaper/250403031,Aboriginal affairs,Article,1975-10-06,6,6,"CANBERRA, October 5 (AAP):—Accusations by Senator Ron Maunsell (NCP QLD), against the Australian Government of mismanagement in funding projects in the Torres",https://nla.gov.au/nla.news-article250403031?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),212.76101684570312,very relevant
"Aboriginal  paper   SYDNEY,  Friday.  —  A  national  newspaper  produced  by  the  Found-  ation  for  Aboriginal  Affairs  will  be  issued  through  newsagents  to-   morrow.   The  chairman  of  the  foundation,  Pastor  David  Kirk,  said  tonight  that  the  newspaper,  the  Black  Aus-  tralian  News,  would  give  a  balanced  picture  of  Aboriginal  life.   ""Not  all  Aborigines  live  in  dried-up  creek  beds  just   outside  Alice  Springs"",  he  said.  ""Nor  are  all  Austra-  lian  whites  unsympathetic  towards  the  plight  of  some  Aboriginal  people.  We  in-  tend  presenting  a  true  pic-  ture,  balanced  with  good  and  bad"".   Pastor  Kirk  said  all  the  articles  in  the  newspaper  would  be  written  by  Aborigines.  The  newspaper  will  cost  15c  and  will  carry  advertising  to  help  offset  production  costs.   In  NSW  the  first  edition  will  consist  of  16  tabloid  pages.",102025850,https://api.trove.nla.gov.au/v3/newspaper/102025850,Aboriginal paper,Article,1972-06-10,9,9,"SYDNEY, Friday. —A national newspaper produced by the Foundation for Aboriginal",https://nla.gov.au/nla.news-article102025850?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.7400665283203,very relevant
"Aboriginal  'warfare'   SYDNEY,  Tuesday.  —  Militant  Aborigines  were  experimenting  with  ex-  plosives  in  Sydney,  a  representative  of  the  Aboriginal  ""embassy"",  in  Canberra,  Mr  John  Newfong,  said  today.   He  said  many  Aborigines  were  fed  up  with  talking  and  trying  to  get  a  better   deal  through  political  channels  and  already  there  was  talk  of  guerilla  warfare  to  try  to  achieve  these  aims.   This  warfare,  would  not  he  aimed  at  humans  but  could  include  the  blowing  up  of  bridges,  he  told  a  meeting  of  the  Australia  Party  Tuesday  Club  in  Sydney.",102204650,https://api.trove.nla.gov.au/v3/newspaper/102204650,Aboriginal 'warfare',Article,1972-03-22,3,3,"SYDNEY, Tuesday.- Militant Aborigines were experimenting with explosives in Sydney, a",https://nla.gov.au/nla.news-article102204650?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.7400665283203,very relevant
"Aboriginal   MLA   '  CAIRNS,  Sunday.  -   Queensland's  lirst  Aborigine'  MLA,  Mr  Eric  Deeral,  will  be  declared  elected  tomorrow  .  as  the  Member  [or  Cook,  the   State's  most  northerly  '  and  second-largest  electorate.  .  .   When  distribution  of  pre  ferences  was  completed  to  day,  Mr  Dccrnl,  National  Party,  topped  the  poll  with  344  votes  mote  than  the  ALP  candidate,  Mr  Bob  Scott.",110793818,https://api.trove.nla.gov.au/v3/newspaper/110793818,Aboriginal MLA,Article,1974-12-23,9,9,"CAIRNS, Sunday. — Queensland's lirst Aborigine' MLA, Mr Eric Deeral, will be declared elected tomorrow",https://nla.gov.au/nla.news-article110793818?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.7400665283203,very relevant
"Aboriginal  inquiry   Mr  Hunt  (CP,  NSW)  said  yesterday  he  might  withdraw  his  call  for  a  Royal  commission  into  the  Government's  admin-  istration  of  Aboriginal  Affairs.   In  a  statement,  Mr  Hunt  welcomed  the  state-  ment  by  the  Minister  for  Aboriginal  Affairs,  Senat-  or  Cavanagh,  that  he  was  having  studies  made  to  make  his  department  more  efficient.  Mr  Hunt  said  the  action  was  long  over-  due.   Mr  Hunt  also  recalled  that  Senator  Cavanagh  had  announced  that  the  Council  for  Aboriginal   Affairs  would  be  respond-  sible  to  him,  rather  than  being  a  department  within  a  department  responsible  to  the  Prime  Minister.   He  said  be  found  Senator  Cavanagh's  com-  plaint  about  lack  of  staff  unconvincing.   ""The  most  experienced  officials  in  the  administra-  tion  of  Aboriginal  affairs  were  available  in  the  inte-  Department  of  the  In-  terior"",  he  said.   ""Yet  only  one  former  interior  official  was  accept-  able  to  the  new  Depart-  ment  of  Aboriginal  Affairs.  .  .  .    They  were  ignored  and  lost  to  the  de-  partment  which  has  suffer  ed  ever  since"".",131700609,https://api.trove.nla.gov.au/v3/newspaper/131700609,Aboriginal inquiry,Article,1973-12-28,3,3,"Mr Hunt (CP, NSW) said yesterday he might withdraw his call for a Royal commission into",https://nla.gov.au/nla.news-article131700609?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.7400665283203,very relevant
"Aboriginal   group   SYDNEY,  Monday.  —  A  group  formed  in  Sydney  to-  day,  the  Organisation  of  Aboriginal  Unity,  has  called  on  all  Aboriginal  public  ser-  vants  to  resign  from  their  jobs  at  midnight  tomorrow,   night.   The  decision  follows  an  all-day  stopwork  meeting  at  the  foundation  for  Aborig-  inal  Affairs  office  in  Sydney  today  and  attended  by  about  70  people.   A  spokesman  for  the  meet-  ing,  Mr  Gary  Foley,  said  about  90  per  cent  of  black  public  servants  were  employ-  ed  by  the  Department  for  Aboriginal  Affairs.  About   50  per  cent  of  these  had  joined  the  department  since  the  Labor  Government  was  elected.   They  were  being  asked  to  resign  in  protest  at  the  way  the  department  was  treating  Aborigines  throughout  Aust-  ralia  with  complete  disregard  to  their  needs,  and  to  pro  test  at  the  Labor  Govern-  ment's  failure  to  honour  its  promises  to  Aborigines.",136994363,https://api.trove.nla.gov.au/v3/newspaper/136994363,Aboriginal group,Article,1974-10-29,19,19,"SYDNEY, Monday. — A group formed in Sydney to-day, the Organisation of Aboriginal Unity, has called",https://nla.gov.au/nla.news-article136994363?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.7400665283203,very relevant
"ELECTORATE?   ADELAIDE,  Monday  (AAP):  Aboriginals  m  Australia's  federallyadministered  Northern  Territory  may  be  given  their  own  all-aboriginal  electorate,  Aboriginal  Affairs  Minister,  Mr  Bryant,  has  said.  ""It  is  a  matter  for  the  aboriginal  people  themselves  to  decide,  but  if  they  ask  for  their  own  electorate,  then  I  will  ask  the  Federal  Government  to  agree  to  it,""  he  said.",251525346,https://api.trove.nla.gov.au/v3/newspaper/251525346,ABORIGINAL ELECTORATE?,Article,1973-02-05,8,8,"ADELAIDE, Monday (AAP): Aboriginals in Australia’s federally-administered Northern",https://nla.gov.au/nla.news-article251525346?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),212.7400665283203,very relevant
"ABORIGINAL  NEWS   The  Federal  Government  has  announced  grants  totalling  $132,326  for  the  promotion  of  acti-   vities  for  aboriginal  i  children  living  in  I  remote  areas.  I  Among  areas  mentioned  I  is  Queens  land.  '  The  Ministers  said  it   was  hoped  these  recreational  and  youth  activities  programs  would  guide  the  children  ingo  construct  ive  efforts  and  help  bind  together  families  which  were  experiencing  difficulties.  ....  The  Ytarabah  Aboriginal  Community  Council  in  North  Queensland  has""  begun  producing  a  community  news  paper  wi  uh  a  special  woyk  projects  grant  from  the  Department  of  Abor  iginal  Affairs.  ,  Called  the  Yarr&bah  News  the  paper  is  now  available  from  Yarrabah.",255854302,https://api.trove.nla.gov.au/v3/newspaper/255854302,ABORIGINAL NEWS,Article,1979-06-12,20,20,"The Federal Government has announced grants totalling $132,326 for the promotion of",https://nla.gov.au/nla.news-article255854302?searchTerm=aboriginal,1489,"Torres News (Thursday Island, Qld. : 1957-2015)",212.7400665283203,very relevant
